,Date,Open,High,Low,Close,Volume,Name
32119,2012-12-31,350.35,355.64,348.35,354.04,1997733.0,GOOGL
32120,2013-01-02,360.07,363.86,358.63,361.99,2542268.0,GOOGL
32121,2013-01-03,362.83,366.33,360.72,362.2,2318140.0,GOOGL
32122,2013-01-04,365.03,371.11,364.2,369.35,2763552.0,GOOGL
32123,2013-01-07,368.09,370.06,365.66,367.74,1655967.0,GOOGL
32124,2013-01-08,368.14,368.52,362.58,367.02,1676740.0,GOOGL
32125,2013-01-09,366.5,369.54,364.66,369.43,2025751.0,GOOGL
32126,2013-01-10,371.79,372.87,367.12,371.11,1835780.0,GOOGL
32127,2013-01-11,371.37,371.58,368.52,370.36,1285125.0,GOOGL
32128,2013-01-14,368.87,371.47,361.54,361.99,2864106.0,GOOGL
32129,2013-01-15,360.02,367.87,356.41,362.83,3927990.0,GOOGL
32130,2013-01-16,361.56,362.53,357.19,357.95,2024991.0,GOOGL
32131,2013-01-17,359.21,360.18,355.87,356.02,2212357.0,GOOGL
32132,2013-01-18,355.54,356.74,351.02,352.61,3226898.0,GOOGL
32133,2013-01-22,352.68,353.02,348.11,351.79,3792336.0,GOOGL
32134,2013-01-23,368.36,374.87,368.26,371.12,5911865.0,GOOGL
32135,2013-01-24,370.99,378.79,370.62,377.29,3383596.0,GOOGL
32136,2013-01-25,375.76,379.62,375.5,377.21,2225811.0,GOOGL
32137,2013-01-28,376.26,378.18,374.32,375.74,1627833.0,GOOGL
32138,2013-01-29,373.75,378.85,373.64,377.22,1747734.0,GOOGL
32139,2013-01-30,377.25,380.86,376.83,377.29,1732972.0,GOOGL
32140,2013-01-31,375.63,379.19,375.5,378.22,1634556.0,GOOGL
32141,2013-02-01,379.5,388.7,379.4,388.2,3746165.0,GOOGL
32142,2013-02-04,384.23,385.62,379.51,379.89,3041242.0,GOOGL
32143,2013-02-05,380.95,385.94,380.11,383.25,1870716.0,GOOGL
32144,2013-02-06,379.91,386.87,379.63,385.47,2079687.0,GOOGL
32145,2013-02-07,385.23,389.79,383.13,387.36,2840506.0,GOOGL
32146,2013-02-08,390.46,393.73,390.17,393.08,3024853.0,GOOGL
32147,2013-02-11,389.59,391.89,387.26,391.6,2167656.0,GOOGL
32148,2013-02-12,391.27,394.34,390.07,390.74,1858945.0,GOOGL
32149,2013-02-13,390.46,393.07,390.37,391.82,1198170.0,GOOGL
32150,2013-02-14,390.25,394.76,389.27,394.3,1735219.0,GOOGL
32151,2013-02-15,394.09,397.03,393.93,396.84,2729917.0,GOOGL
32152,2013-02-19,398.39,403.9,398.04,403.83,2932924.0,GOOGL
32153,2013-02-20,403.05,404.89,396.29,396.63,2765029.0,GOOGL
32154,2013-02-21,399.4,403.13,396.01,398.16,3511036.0,GOOGL
32155,2013-02-22,400.03,401.03,397.3,400.25,2054050.0,GOOGL
32156,2013-02-25,401.55,404.61,395.64,395.78,2307008.0,GOOGL
32157,2013-02-26,397.9,398.37,392.59,395.46,2205059.0,GOOGL
32158,2013-02-27,397.8,402.78,395.95,400.29,2028515.0,GOOGL
32159,2013-02-28,400.95,403.9,400.92,401.0,2265874.0,GOOGL
32160,2013-03-01,399.3,403.97,398.47,403.5,2175425.0,GOOGL
32161,2013-03-04,403.05,411.83,402.9,411.16,2776185.0,GOOGL
32162,2013-03-05,414.88,420.5,414.86,419.72,4045034.0,GOOGL
32163,2013-03-06,420.93,422.42,414.82,416.11,2873998.0,GOOGL
32164,2013-03-07,417.45,418.73,415.2,416.71,2054238.0,GOOGL
32165,2013-03-08,417.67,417.88,412.94,416.18,2912283.0,GOOGL
32166,2013-03-11,416.26,420.27,416.17,417.83,1595678.0,GOOGL
32167,2013-03-12,415.77,416.36,412.25,414.22,2008979.0,GOOGL
32168,2013-03-13,414.36,415.76,411.57,413.07,1641413.0,GOOGL
32169,2013-03-14,413.91,413.91,409.1,411.18,1651111.0,GOOGL
32170,2013-03-15,409.66,410.56,407.08,407.56,3099791.0,GOOGL
32171,2013-03-18,402.9,406.79,401.14,404.3,1838552.0,GOOGL
32172,2013-03-19,406.03,410.03,403.63,406.07,2098176.0,GOOGL
32173,2013-03-20,408.82,409.16,406.13,407.76,1464122.0,GOOGL
32174,2013-03-21,406.05,408.87,405.33,406.04,1477590.0,GOOGL
32175,2013-03-22,407.78,408.03,405.22,405.56,1491678.0,GOOGL
32176,2013-03-25,406.61,410.02,403.81,405.22,1712684.0,GOOGL
32177,2013-03-26,407.16,407.41,404.3,406.62,1191912.0,GOOGL
32178,2013-03-27,403.74,403.9,401.07,401.73,2163295.0,GOOGL
32179,2013-03-28,402.4,403.09,397.05,397.49,2287712.0,GOOGL
32180,2013-04-01,397.9,401.53,397.02,401.0,1807580.0,GOOGL
32181,2013-04-02,402.67,407.82,402.4,406.93,2041713.0,GOOGL
32182,2013-04-03,407.14,407.51,400.73,403.5,1738753.0,GOOGL
32183,2013-04-04,402.53,403.28,396.05,397.93,2448102.0,GOOGL
32184,2013-04-05,393.42,393.89,388.59,391.92,3433994.0,GOOGL
32185,2013-04-08,389.76,390.16,384.58,387.81,2832718.0,GOOGL
32186,2013-04-09,388.14,392.27,386.94,389.21,2157928.0,GOOGL
32187,2013-04-10,391.85,396.57,388.39,395.49,1978862.0,GOOGL
32188,2013-04-11,396.84,396.95,392.42,395.59,2028766.0,GOOGL
32189,2013-04-12,396.39,396.45,391.86,395.42,1636829.0,GOOGL
32190,2013-04-15,393.37,398.9,388.9,391.36,2454767.0,GOOGL
32191,2013-04-16,393.69,398.4,392.35,397.08,1742374.0,GOOGL
32192,2013-04-17,393.77,395.82,389.44,391.67,2037355.0,GOOGL
32193,2013-04-18,393.07,393.29,381.01,383.34,3328777.0,GOOGL
32194,2013-04-19,384.96,402.12,383.51,400.33,5804316.0,GOOGL
32195,2013-04-22,400.7,402.38,387.89,400.46,2883407.0,GOOGL
32196,2013-04-23,400.9,408.16,400.58,404.35,2299900.0,GOOGL
32197,2013-04-24,404.46,409.41,404.4,407.13,1829151.0,GOOGL
32198,2013-04-25,408.53,408.64,404.22,404.95,1992301.0,GOOGL
32199,2013-04-26,404.2,404.27,398.69,401.11,2488237.0,GOOGL
32200,2013-04-29,402.03,411.76,401.9,409.94,2301967.0,GOOGL
32201,2013-04-30,409.91,414.23,409.25,412.7,2306836.0,GOOGL
32202,2013-05-01,412.04,412.77,408.59,410.63,1455634.0,GOOGL
32203,2013-05-02,410.46,417.69,409.93,415.22,2018546.0,GOOGL
32204,2013-05-03,418.9,423.82,418.42,423.28,2512661.0,GOOGL
32205,2013-05-06,424.55,431.36,424.55,431.21,2141834.0,GOOGL
32206,2013-05-07,431.94,432.37,425.76,429.04,1967986.0,GOOGL
32207,2013-05-08,428.93,437.38,426.88,437.25,2468403.0,GOOGL
32208,2013-05-09,435.86,440.27,434.55,436.18,2200758.0,GOOGL
32209,2013-05-10,438.09,440.71,436.52,440.56,1900717.0,GOOGL
32210,2013-05-13,439.88,441.68,437.13,439.2,1448730.0,GOOGL
32211,2013-05-14,439.19,444.79,439.01,443.99,1581296.0,GOOGL
32212,2013-05-15,448.2,458.65,447.46,458.4,3995319.0,GOOGL
32213,2013-05-16,459.96,460.45,451.46,452.39,3211738.0,GOOGL
32214,2013-05-17,455.46,457.2,450.71,455.04,2792663.0,GOOGL
32215,2013-05-20,452.95,460.76,452.95,454.72,2272942.0,GOOGL
32216,2013-05-21,454.46,456.29,449.25,453.94,1983385.0,GOOGL
32217,2013-05-22,451.73,455.11,443.88,445.15,2561294.0,GOOGL
32218,2013-05-23,438.94,445.42,437.44,441.84,2279347.0,GOOGL
32219,2013-05-24,438.07,439.85,435.94,437.1,2296760.0,GOOGL
32220,2013-05-28,442.19,446.52,440.64,441.08,2257714.0,GOOGL
32221,2013-05-29,438.29,439.43,432.58,434.59,2014246.0,GOOGL
32222,2013-05-30,435.39,439.89,433.64,435.82,2120987.0,GOOGL
32223,2013-05-31,434.49,438.94,434.19,436.04,1969857.0,GOOGL
32224,2013-06-03,432.2,437.42,427.94,434.25,2476996.0,GOOGL
32225,2013-06-04,434.36,435.73,427.46,429.98,1868745.0,GOOGL
32226,2013-06-05,431.69,435.16,428.99,430.28,2107041.0,GOOGL
32227,2013-06-06,432.58,433.6,424.03,432.75,2579605.0,GOOGL
32228,2013-06-07,435.65,440.44,433.09,440.3,2675269.0,GOOGL
32229,2013-06-10,441.49,445.95,440.49,445.56,2338184.0,GOOGL
32230,2013-06-11,442.43,443.94,440.2,440.34,1752874.0,GOOGL
32231,2013-06-12,443.17,443.44,435.26,436.43,2205049.0,GOOGL
32232,2013-06-13,434.92,440.27,433.18,438.94,2071259.0,GOOGL
32233,2013-06-14,440.49,442.79,437.5,437.96,2242338.0,GOOGL
32234,2013-06-17,440.05,445.16,439.58,443.57,2147298.0,GOOGL
32235,2013-06-18,444.77,450.95,444.62,450.76,2167878.0,GOOGL
32236,2013-06-19,451.14,455.88,449.2,450.79,2917112.0,GOOGL
32237,2013-06-20,447.44,450.95,442.1,442.81,3377578.0,GOOGL
32238,2013-06-21,444.61,445.38,436.97,440.91,3982214.0,GOOGL
32239,2013-06-24,436.38,438.6,432.06,435.33,3020242.0,GOOGL
32240,2013-06-25,439.07,440.28,432.69,433.53,2553889.0,GOOGL
32241,2013-06-26,437.31,439.44,435.72,437.26,1832735.0,GOOGL
32242,2013-06-27,439.84,442.79,438.76,438.97,1926554.0,GOOGL
32243,2013-06-28,437.89,441.36,437.53,440.62,2350049.0,GOOGL
32244,2013-07-01,443.67,446.49,442.94,444.38,1726780.0,GOOGL
32245,2013-07-02,445.55,445.95,439.07,441.6,1891812.0,GOOGL
32246,2013-07-03,440.39,445.03,439.69,443.66,1048628.0,GOOGL
32247,2013-07-05,445.45,448.15,444.11,447.19,1701830.0,GOOGL
32248,2013-07-08,450.06,453.59,448.99,453.0,1970157.0,GOOGL
32249,2013-07-09,455.96,456.93,449.44,453.07,1979338.0,GOOGL
32250,2013-07-10,452.18,456.02,450.64,453.45,1715973.0,GOOGL
32251,2013-07-11,456.96,460.87,454.71,460.58,2587845.0,GOOGL
32252,2013-07-12,460.46,461.96,458.08,461.96,2568942.0,GOOGL
32253,2013-07-15,462.61,464.46,458.64,462.81,1961361.0,GOOGL
32254,2013-07-16,464.03,464.45,457.41,460.26,1983527.0,GOOGL
32255,2013-07-17,460.96,463.89,458.61,459.73,1506168.0,GOOGL
32256,2013-07-18,459.95,460.46,452.05,455.8,3634430.0,GOOGL
32257,2013-07-19,443.75,451.93,438.24,448.75,7363398.0,GOOGL
32258,2013-07-22,451.45,456.79,448.95,455.81,2904179.0,GOOGL
32259,2013-07-23,455.81,456.96,450.23,452.35,2046745.0,GOOGL
32260,2013-07-24,454.08,455.61,450.8,451.9,2080778.0,GOOGL
32261,2013-07-25,447.38,448.87,443.48,444.29,3005227.0,GOOGL
32262,2013-07-26,443.94,445.44,441.44,443.12,1778244.0,GOOGL
32263,2013-07-29,442.89,447.86,440.89,441.58,1893042.0,GOOGL
32264,2013-07-30,443.17,448.25,440.88,445.91,1756116.0,GOOGL
32265,2013-07-31,446.94,448.7,443.53,444.32,2173446.0,GOOGL
32266,2013-08-01,447.95,452.73,447.95,452.56,2138314.0,GOOGL
32267,2013-08-02,452.17,453.95,450.86,453.74,1717765.0,GOOGL
32268,2013-08-05,453.15,453.22,450.05,452.95,1309921.0,GOOGL
32269,2013-08-06,452.8,455.31,448.31,448.73,1506475.0,GOOGL
32270,2013-08-07,447.97,449.67,444.99,445.77,1380382.0,GOOGL
32271,2013-08-08,448.19,448.37,443.09,446.78,1488045.0,GOOGL
32272,2013-08-09,445.73,448.21,445.44,445.65,1323761.0,GOOGL
32273,2013-08-12,443.89,443.94,441.27,443.2,1377354.0,GOOGL
32274,2013-08-13,443.86,444.69,438.54,441.07,1420462.0,GOOGL
32275,2013-08-14,439.62,440.56,434.01,435.34,2083229.0,GOOGL
32276,2013-08-15,432.65,432.89,429.43,430.26,1870812.0,GOOGL
32277,2013-08-16,431.07,431.65,428.7,428.88,1675387.0,GOOGL
32278,2013-08-19,429.28,436.44,429.15,433.26,1811425.0,GOOGL
32279,2013-08-20,434.61,436.49,432.2,433.14,1236259.0,GOOGL
32280,2013-08-21,435.76,438.89,433.68,435.1,1761596.0,GOOGL
32281,2013-08-22,436.79,437.81,435.56,437.29,870491.0,GOOGL
32282,2013-08-23,439.35,439.44,435.31,435.54,1077093.0,GOOGL
32283,2013-08-26,435.43,437.89,433.46,433.63,1056184.0,GOOGL
32284,2013-08-27,430.24,432.3,424.37,425.5,1734031.0,GOOGL
32285,2013-08-28,425.55,428.13,424.31,424.7,1330324.0,GOOGL
32286,2013-08-29,424.96,430.62,424.72,428.14,1478494.0,GOOGL
32287,2013-08-30,428.31,429.45,423.2,423.87,1861554.0,GOOGL
32288,2013-09-03,427.61,433.53,427.4,430.62,2047736.0,GOOGL
32289,2013-09-04,430.6,437.19,428.01,436.25,2041640.0,GOOGL
32290,2013-09-05,437.19,440.38,436.24,440.22,1292601.0,GOOGL
32291,2013-09-06,441.66,442.33,437.31,440.23,1561755.0,GOOGL
32292,2013-09-09,442.31,445.32,441.65,444.47,1235064.0,GOOGL
32293,2013-09-10,445.46,446.45,442.44,444.78,1287836.0,GOOGL
32294,2013-09-11,444.71,448.93,443.48,448.54,1610146.0,GOOGL
32295,2013-09-12,449.15,449.4,445.45,446.98,1095465.0,GOOGL
32296,2013-09-13,447.7,448.29,442.86,444.98,1326886.0,GOOGL
32297,2013-09-16,448.55,448.95,442.88,444.32,1341311.0,GOOGL
32298,2013-09-17,444.15,444.64,440.94,443.5,1260257.0,GOOGL
32299,2013-09-18,443.62,452.44,441.98,452.11,1937266.0,GOOGL
32300,2013-09-19,453.45,453.45,448.15,449.64,1598201.0,GOOGL
32301,2013-09-20,449.64,452.52,448.26,452.01,4348349.0,GOOGL
32302,2013-09-23,448.52,451.25,443.04,443.69,1778378.0,GOOGL
32303,2013-09-24,443.69,445.5,441.14,443.86,1486783.0,GOOGL
32304,2013-09-25,443.72,443.72,438.24,439.05,1654113.0,GOOGL
32305,2013-09-26,439.59,441.82,437.94,439.52,1260307.0,GOOGL
32306,2013-09-27,437.85,439.2,436.09,438.63,1258822.0,GOOGL
32307,2013-09-30,434.97,440.86,434.59,438.39,1723763.0,GOOGL
32308,2013-10-01,440.56,444.28,440.46,443.95,1685208.0,GOOGL
32309,2013-10-02,441.81,445.12,439.35,444.44,1496334.0,GOOGL
32310,2013-10-03,444.44,447.5,436.49,438.48,2119212.0,GOOGL
32311,2013-10-04,437.94,439.19,435.44,436.61,1358454.0,GOOGL
32312,2013-10-07,434.16,437.43,432.49,433.3,1294017.0,GOOGL
32313,2013-10-08,433.09,433.42,426.24,427.26,1945418.0,GOOGL
32314,2013-10-09,428.57,431.76,421.91,428.36,2653118.0,GOOGL
32315,2013-10-10,432.35,434.85,430.54,434.55,2258931.0,GOOGL
32316,2013-10-11,433.45,437.18,433.08,436.43,1408912.0,GOOGL
32317,2013-10-14,433.76,438.56,433.13,438.49,1243673.0,GOOGL
32318,2013-10-15,438.32,443.26,437.44,441.45,1594777.0,GOOGL
32319,2013-10-16,443.38,449.61,442.45,449.46,2011786.0,GOOGL
32320,2013-10-17,446.94,448.9,443.31,444.84,4256622.0,GOOGL
32321,2013-10-18,488.78,508.24,487.49,506.21,11584258.0,GOOGL
32322,2013-10-21,506.24,510.01,500.27,502.15,3633166.0,GOOGL
32323,2013-10-22,503.0,507.01,498.39,504.0,2211479.0,GOOGL
32324,2013-10-23,501.0,517.89,500.82,516.22,2667586.0,GOOGL
32325,2013-10-24,516.45,520.81,512.91,513.29,2093154.0,GOOGL
32326,2013-10-25,514.92,514.92,505.88,508.11,2030838.0,GOOGL
32327,2013-10-28,508.11,512.23,507.0,508.01,1166400.0,GOOGL
32328,2013-10-29,510.06,518.99,507.26,518.64,1608296.0,GOOGL
32329,2013-10-30,519.23,519.27,513.51,515.73,1327100.0,GOOGL
32330,2013-10-31,514.98,521.28,512.5,515.81,1640035.0,GOOGL
32331,2013-11-01,516.41,518.52,513.06,514.03,1283938.0,GOOGL
32332,2013-11-04,516.27,516.7,511.53,513.57,1139185.0,GOOGL
32333,2013-11-05,510.69,516.34,509.22,511.27,1181488.0,GOOGL
32334,2013-11-06,513.31,514.01,508.19,511.89,914624.0,GOOGL
32335,2013-11-07,511.82,512.48,504.32,504.48,1680071.0,GOOGL
32336,2013-11-08,504.88,509.76,504.75,508.52,1294508.0,GOOGL
32337,2013-11-11,505.26,508.47,504.5,505.8,1112778.0,GOOGL
32338,2013-11-12,504.35,509.29,503.0,506.4,1218960.0,GOOGL
32339,2013-11-13,503.88,516.94,503.75,516.75,1584004.0,GOOGL
32340,2013-11-14,517.48,520.39,515.69,518.13,1168469.0,GOOGL
32341,2013-11-15,517.95,519.52,515.67,517.3,1277772.0,GOOGL
32342,2013-11-18,518.39,524.89,515.14,516.29,1760249.0,GOOGL
32343,2013-11-19,516.38,517.89,512.04,513.12,1131619.0,GOOGL
32344,2013-11-20,515.49,517.2,510.69,511.67,965535.0,GOOGL
32345,2013-11-21,514.01,519.67,513.51,517.55,1092497.0,GOOGL
32346,2013-11-22,517.23,518.6,515.13,516.46,1254310.0,GOOGL
32347,2013-11-25,519.1,527.12,518.03,523.49,1613009.0,GOOGL
32348,2013-11-26,524.82,531.28,521.99,529.73,2287182.0,GOOGL
32349,2013-11-27,531.55,534.53,530.53,532.09,1123559.0,GOOGL
32350,2013-11-29,531.61,533.84,530.25,530.32,1192773.0,GOOGL
32351,2013-12-02,532.29,533.71,525.91,527.77,1375234.0,GOOGL
32352,2013-12-03,526.0,532.25,525.03,527.16,1678054.0,GOOGL
32353,2013-12-04,526.21,532.52,525.52,529.62,1192139.0,GOOGL
32354,2013-12-05,529.13,530.36,526.07,529.2,1134919.0,GOOGL
32355,2013-12-06,535.43,535.53,530.57,535.47,1431235.0,GOOGL
32356,2013-12-09,535.58,541.7,534.54,539.61,1484103.0,GOOGL
32357,2013-12-10,538.36,546.7,538.36,542.87,1856112.0,GOOGL
32358,2013-12-11,544.24,546.21,538.12,539.18,1711835.0,GOOGL
32359,2013-12-12,540.32,542.01,535.03,535.51,1596498.0,GOOGL
32360,2013-12-13,538.14,538.68,529.47,530.92,2164759.0,GOOGL
32361,2013-12-16,532.04,537.88,531.54,537.03,1606175.0,GOOGL
32362,2013-12-17,537.59,540.92,534.72,535.46,1539917.0,GOOGL
32363,2013-12-18,536.53,543.02,530.05,542.92,2212546.0,GOOGL
32364,2013-12-19,541.27,546.54,540.08,543.65,1666006.0,GOOGL
32365,2013-12-20,545.19,551.14,544.54,550.86,3267417.0,GOOGL
32366,2013-12-23,554.47,558.46,553.11,558.11,1723430.0,GOOGL
32367,2013-12-24,558.04,558.18,554.6,556.48,734170.0,GOOGL
32368,2013-12-26,557.56,560.06,554.9,559.29,1338507.0,GOOGL
32369,2013-12-27,560.56,560.7,557.03,559.76,1570140.0,GOOGL
32370,2013-12-30,560.73,560.81,555.06,555.28,1236709.0,GOOGL
32371,2013-12-31,556.68,561.06,553.68,560.92,1358300.0,GOOGL
32372,2014-01-02,558.29,559.43,554.68,557.12,1822719.0,GOOGL
32373,2014-01-03,558.06,559.02,553.02,553.05,1669229.0,GOOGL
32374,2014-01-06,557.06,559.99,553.77,559.22,1770782.0,GOOGL
32375,2014-01-07,563.06,570.41,561.14,570.0,2553999.0,GOOGL
32376,2014-01-08,573.57,574.23,567.21,571.19,2243444.0,GOOGL
32377,2014-01-09,572.29,572.68,563.34,565.69,2085565.0,GOOGL
32378,2014-01-10,570.11,570.11,561.69,565.66,2145560.0,GOOGL
32379,2014-01-13,563.8,574.03,559.14,562.05,2425615.0,GOOGL
32380,2014-01-14,569.54,576.08,564.61,575.27,2484514.0,GOOGL
32381,2014-01-15,577.07,578.08,572.47,574.88,1951012.0,GOOGL
32382,2014-01-16,575.12,579.54,574.57,578.69,1685699.0,GOOGL
32383,2014-01-17,579.0,580.9,572.67,575.84,2766140.0,GOOGL
32384,2014-01-21,581.05,582.58,576.23,582.43,1981099.0,GOOGL
32385,2014-01-22,583.89,584.53,580.01,583.09,1573846.0,GOOGL
32386,2014-01-23,580.58,581.83,577.76,580.63,1951643.0,GOOGL
32387,2014-01-24,576.08,577.35,562.06,562.48,3926347.0,GOOGL
32388,2014-01-27,563.61,563.81,541.68,551.17,4362978.0,GOOGL
32389,2014-01-28,555.72,563.44,555.52,562.07,2217723.0,GOOGL
32390,2014-01-29,560.12,561.44,550.26,554.01,2411641.0,GOOGL
