,news_title
230,"한국무역보험공사, 신산업 부실보증 보험사고 증가...대책마련 시급"
231,"무역보험공사-로봇진흥원, 로봇산업 수출 지원 협약"
232,"경기도의회 남운선 의원, 종합감사에서 자영업자 고용보험 지원 ..."
233,"남운선 경기도의원, 종합감사에서 '자영업자 고용보험 지원 사업 ..."
234,"[보험, 지금 못 바꾸면 고사(枯死)] 디지털 전환에 전통 판매채널..."
235,"보험연구원 ""보험 소비자 만족도 낮아…제도 변화 필요"""
236,"""보험설계사 소득 수준 정체..양극화 현상 심화"""
237,"윤미향 의원, 특고노동자 산재보험 가입을 촉진하기 위한 ‘보험..."
238,국가품질경영대회 개최…정순일 새한 대표 '은탑산업훈장' 수상
239,"자녀 1명당 1년 육아휴직..""두 번 분할, 총 세 번 쓸 수 있다"""
240,"육아휴직 분할 1회→2회 확대, 국회 본회의 통과"
241,"""법인보험대리점 넘어 플랫폼기업 목표"""
242,"자녀 1명당 1년인 육아휴직, 두 번 나눠 쓸 수 있다"
243,"보험 불완전판매율 개선됐지만, 소비자 민원은 여전"
244,"무역보험공사-로봇산업진흥원, 단체보험으로 로봇기업 수출 일괄 ..."
245,보험연구원 “보험산업 특성 고려한 분쟁 관리·해결 방안 필요”
246,"A+에셋, 코스피 '노크'…""법인보험대리점에서 플랫폼 기업으로"""
247,"최승재 의원 ""소상공인 입법 3건 국회 통과..법안 지속 발굴"""
248,"LH, 미얀마 경제협력 산업단지 '정치리스크 보험' 가입"
249,“비용 줄이고 효율 높이고”...AI 보험상담사가 온다
250,"KISA-DB손해보험, 인슈어테크 스타트업 육성프로그램 성과 발표"
251,"정부, 비대면 산업에 1.6조 투자..무착륙 비행에도 '면세' 혜택"
252,"고용장관 ""주요국도 특고 등 고용보험 확대..국회 협조 당부""(종합)"
253,보험설계사간 소득양극화 심화..신규·저능률자 교육 강화 필요
254,"테슬라 자동차보험 출시, 보험업계 판도 바뀌나?"
255,"경기도의회 남운선 의원, “자영업자 고용보험 지원 사업 점검 및..."
256,"이재갑 장관 ""특고 고용보험 적용 개정안 국회 협조 요청"""
257,"보험업계, 소비자민원 9년사이 25.5% 증가"
258,"보험설계사 소득 양극화 심화..""연고 의존 탈피해야"""
259,"금융-보험 ISC, 부산지역 금융권 퇴직(예정)자 대상 금융특화 전..."
260,보험 들 필요 없겠네..깨져도 다시 붙는 스마트폰 액정 소재 개발
261,보험硏 “보험권 불완전판매 개선... 소비자 만족도 개선은 없어”
262,"국표원, 제46회 국가품질경영대회 개최..유공자 훈·포장"
263,"우정사업본부, 2020년 한국산업의 고객만족도(KCSI) 공공서비스 ..."
264,官인사 배제한다더니..은행·증권·보험 가리지 않고 '낙하산'
265,"무역보험공사, 유망 신산업 ‘로봇 기업’ 해외 진출 이끈다"
266,"고승범 금통위원 ""국채발행 확대..필요시 적극 대응"""
267,제21회 보험심사역 시험 255명 최종 합격
268,"""보험금, 포인트로 획득"".. 한화생명, '플랫폼 혁신서비스' 선정"
269,"금융·보험 ISC, 부산 퇴직자 대상 전직지원 프로그램 개설"
270,‘시대 흐름 읽지 못했다’…보험업 홀로 소비자 불만도 상승
271,“건강보험ㆍ노인장기요양보험을 국가기금으로 전환해야”
272,"국산 밀 산업 육성..1차 목표, 2025년까지 자급률 5%"
273,"""내년 생명보험 역성장.. 체질개선 기회 삼아야"""
274,"보험연구원 ""소비자보호 제도 실효성 제고해야"""
275,'대한민국 CEO 명예의전당' 산업 행정계 리더가 한자리 모였다
277,"정세균 ""건강보험-국세 분야 데이터 개방 확대, 산업 촉진"""
278,"보험업, 소비자 민원 '여전'…지난해 5만여건"
279,"보험업, 금융업권 '민원왕'…한 해 5만 여건"
280,산업부 국가품질경영대회 개최...은탑산업훈장에 새한(주) 정순일...
281,"네오펙트, 美 의료보험 첫 승인..""민간 산재보험 적용 첫 사례"""
282,"한화생명, '포인트플랫폼 보험금 지급' 혁신금융서비스 선정"
283,채권 매각해 이익 낸 보험사···그래도 적정이익은 현재의 2배 ...
284,"민연태 농업정책보험금융원장 ""농식품 분야 모태펀드 운용 '유니..."
285,"남운선 의원, 자영업자 고용보험 지원 사업 점검 주문"
286,코로나19·저성장 후폭풍.. 내년 보험업 더 어렵다
287,"KISA-DB손해보험, '인슈어테크 스타트업 육성프로그램' 결실 맺다!"
288,"한화생명, '포인트 플랫폼 보험금 지급' 혁신금융서비스 선정"
289,"남운선 경기도의원, 자영업자 고용보험 지원 및 일자리보장제 제안"
290,"한화생명, ""보험금 포인트로 받아 포인트플랫폼에서 활용한다"""
292,보험·은행산업 이끌 차기 협회장 누가 될까
293,"금융-보험 ISC, 부산지역 ‘금융특화 전직지원 프로그램’ 개설"
294,"보험설계사간 소득양극화 심화..""월 평균 100만원 미만 26%"""
295,건강보험공단마저도..산발적 감염에 강원도 비상
296,고용보험 가입자 5개월 연속 증가세..공공일자리 효과
297,보험학회 2020 하계연합학술대회 개최..데이터3법과 보험산업 논의
299,"한국의료기기산업협회, IVD 건강보험 입문 및 보험정책 교육 개최"
300,"""보험산업 특성 고려한 분쟁 관리·해결 방안 필요"""
302,"'보험금 대신 포인트로'..한화생명, 포인트플랫폼 혁신서비스 선정"
303,"""세계 최고원전 기술력"" 한수원 국가품질경영대상 수상"
304,"무역보험공사, 로봇산업진흥원과 업무협약…""단체보험으로 로봇기..."
305,"보험硏 ""소득·건강·재난 대비 보험산업 역할 강화해야"""
306,"보험업계, '언택트 시대' 보험 산업 대응방안 모색"
307,"보험설계사 소득양극화 더 심해진다..""개척영업 확대해야"""
308,[기자수첩]언택트 시대 보험산업 뿌리부터 바뀌어야
309,"보험硏 ""빅테크와 공생, 보험산업 생존 결정"""
310,고용취약계층 보호의 길[기고/배규식]
311,보험 불완전판매 개선에도 소비자 불만 꾸준히 ↑…소비자 보호 ...
312,"오피니언-보험 필드 외길 30년차, 한 번의 연애와 세 번의 결혼"
313,"남운선 경기도의원, 종합감사에서 자영업자 고용보험 지원 사업 ..."
314,"보험硏 ""사회안전망 위해 보험산업 역할 강화돼야"""
315,"네오펙트, 美 의료보험 첫 승인..민간 산재보험 적용돼 스마트 글..."
316,"""보험소비자 보호 제도, 심리적·인지적·사회적 특성 고려해야"""
317,고용보험 가입자 36.4만명 늘었지만..공공일자리가 20만명
318,양봉산업 발전 방안 있나…체질개선 필수
319,"CJ대한통운 ""집배점, 택배노동자 산재 제외 강요하면 재계약 않을것"""
320,"삼성카드, 한국산업의 고객만족도(KCSI) 신용카드 부문 1위 기록"
321,머리 맞댄 보험업계…'언택트시대 보험산업 대응방안' 세미나
322,은행 거래시 신분증없이 휴대폰 앱으로 본인인증된다
323,"보험연구원, ‘언택트 시대 인슈어테크와 보험산업 전망’ 세미나..."
324,'제46회 국가품질경영대회' 개최
325,금융업권 `민원왕` 보험업…민원 한 해 5만여건 ‘1위’
326,2021년 8대 비대면 산업 1조6000억 투자
327,어선원 보험 70%만 내도 되는 이유
328,"산업장관 ""RCEP로 맺은 첫 한일 FTA..대등 경쟁 전략 필요"""
329,"보험硏, 2021년 생명보험 -0.4%..역성장 전망"
330,"한화생명 보험금 지급서비스, 혁신금융서비스 선정"
331,정순일 새한 이사 등 '국가품질경영대회' 훈장 받아
332,"고승범 금통위원 ""한국은행, 정부와 더 긴밀히 소통해야"""
333,"안철경 보험연구원장 ""인슈어테크, 보험산업 생존 결정짓는 변수..."
334,"""국내 보험사, 시장 만족 위해선 지금보다 2배 이익 내야"""
335,"韓보험사 순익 최저, 이익 1.9배 늘려야…사업 틀 변화 필요"
336,차기 손해보험협회 회장에 정지원 한국거래소 이사장 내정
337,"한화생명, '포인트 플랫폼' 혁신금융서비스 지정"
338,"삼성카드, '2020 한국산업의 고객만족도(KCSI)' 조사서 1위 기록"
339,"삼성생명, 3분기 순이익 반등..이유는"
340,"금융·보험ISC, 취업준비생 대상 비대면 직무탐색 과정 개설"
341,"당정청, 필수노동자 고용보험 적용..산재보험 '전속성' 폐지 추진..."
342,보험연구원 “소득·건강·재난 안전 대비한 보험산업 역할 강화...
343,"""보험사, 제로금리 여파 마진 축소 불가피…사업 프레임 바꿔야"""
344,"2020 대한민국 CEO 명예의전당 지속가능, 고용친화, 사회공헌, 산..."
345,"제로금리, 보험사 건강한 수익구조 마련해야"
346,"""보험사 적정이익 현재보다 1.9배 높여야…수익성 제고 노력 필요"""
347,"[금융&핀테크] 미래에셋생명, 핀테크 혁신으로 새 먹거리 발굴"
348,보험업계 3분기 실적 선방…역성장 공포는 ‘여전’
349,"연봉 1억? 라이더 1600명 조사해보니 ""최저임금 겨우 번다"""
350,"""사기 예방부터 펀드관리까지""…보험업계 'AI 전성시대'"
351,[2020 대학생 아이디어 공모전-대상(금융감독원장상)]“내 가족 ...
352,"삼성카드, 한국산업의 고객만족도(KCSI) 조사 신용카드 부문 1위"
353,코로나 피해 어업인 추가 지원..재해보상보험 한시 인하
354,"인구감소·저성장에 보험영업 악화.. ""내년 수입보험료 하락 불가피"""
355,"""코로나에 고성장한 보험업, 내년엔 저성장 복귀 전망"""
356,"남운선 의원, 종합감사에서 자영업자 고용보험 지원 사업 점검 및..."
362,'코로나시대 골프산업의 과제' 세미나
363,"용혜인, '택배노동자 과로사 방지·산재보험 확대' 법안 발의"
364,"네오펙트, 美 의료보험 첫 승인..""민간 산재보험 적용돼 스마트 ..."
365,"손해보험협회장, 후보자 압축되는 가운데...‘관피아·모피아’ ..."
366,'언택트빨' 잘받는 보험산업..빅테크 가세로 비대면이 대세로
367,보험산업의 사회적 기여·발전 방안 모색
368,"네오펙트, 美의료보험 첫 승인 ""스마트 글러브 구입비 전액 지원"""
369,미국 보험산업에서도 인종차별 논란
370,"손보협회, 차기회장에 정지원 거래소 이사장 선임"
371,"LH,한-미얀마 산업단지 '정치리스크 보험' 가입"
372,"네오펙트, 美 의료보험 첫 승인..'스마트 글러브' 구입비 지원"
373,"""K-ICS 도입되면 생보사 지급여력비율 143%p 하락 전망"""
374,"저축성보험으로 버틴 생보, 내년엔 다시 역성장 전망"
375,[2020 대학생 아이디어 공모전]“비대면 플랫폼 제안이 다수… 코...
376,"LH, 미얀마 경제협력 산업단지...정치리스크 보험 가입"
377,정부 '언텍트 산업' 육성 나선다
378,"민주당 ""민생법안 입법에 최선 다하겠다"""
380,"""코로나19에 반짝 성장한 보험업..내년 저성장 회귀"""
381,"LH, '정치리스크 보험' 가입…미얀마 경제협력 산업단지 안정적 추진"
382,[시론]한국보험신문이 옳았다
383,고용원 둔 자영업자 산재보험 가입률 60%에도 미달
384,"[인터뷰] “지속가능한 건강증진 플랫폼, 재보험사는 가능하죠”"
386,"보험연구원, 코로나19 영향 언택트 시대 보험산업 대응방안 모색"
387,"""전국민 고용안전망 시대, 보험산업 역할은"" 정책세미나"
389,“자산팔아 손실 메우는 보험사...이익구조 바꿔야”
390,"최승재 의원, '소상공인 입법 3건' 본회의 통과"
391,연세의대·강남세브란스 의료산업 최고위자 과정 2기 모집
392,"한국산업은행, 금융 공공기관 중 장애인 의무고용률 최하"
393,"네오펙트, 재활의료기기 美 민간보험 승인..구입비 전액 지원"
394,"3800만 불편 덜어줄 '실손보험 청구 간소화', 11년 공전 마칠까"
395,'요기요'에서 사고난 라이더..산재보험 '배민'서 받는다고?
396,"한정애 ""당정청, 고용·산재보험 '전속성' 폐지검토"""
397,[비즈니스 현장에 묻다] 케이크 하나도 앱으로 주문하는 핀테크 ...
399,'제46회 국가품질경영대회' 개최… 새한(주) 정순일 대표 은탑산...
